10.067000	10.067000	B
10.830000	10.830000	B
10.903000	10.903000	B
11.194000	11.194000	B
11.271000	11.271000	B
12.070000	12.070000	B
12.081000	12.081000	B
12.145000	12.145000	B
12.843000	12.843000	B
13.194000	13.194000	B
13.269000	13.269000	B
13.570000	13.570000	B
13.582000	13.582000	B
13.644000	13.644000	B
14.069000	14.069000	B
14.122000	14.122000	B
14.147000	14.147000	B
14.829000	14.829000	B
14.840000	14.840000	B
14.899000	14.899000	B
14.922000	14.922000	B
15.193000	15.193000	B
16.067000	16.067000	B
16.141000	16.141000	B
16.842000	16.842000	B
16.926000	16.926000	B
17.193000	17.193000	B
17.568000	17.568000	B
18.068000	18.068000	B
18.141000	18.141000	B
18.841000	18.841000	B
19.197000	19.197000	B
19.208000	19.208000	B
19.267000	19.267000	B
20.067000	20.067000	B
20.119000	20.119000	B
20.144000	20.144000	B
20.842000	20.842000	B
21.209000	21.209000	B
21.268000	21.268000	B
21.584000	21.584000	B
21.601000	21.601000	B
21.645000	21.645000	B
22.069000	22.069000	B
22.081000	22.081000	B
22.141000	22.141000	B
22.829000	22.829000	B
23.195000	23.195000	B
23.270000	23.270000	B
24.067000	24.067000	B
25.842000	25.842000	B
25.962000	25.962000	B
25.975000	25.975000	B
26.016000	26.016000	B
26.052000	26.052000	B
26.085000	26.085000	B
26.100000	26.100000	B
26.829000	26.829000	B
27.208000	27.208000	B
28.083000	28.083000	B
28.148000	28.148000	B
28.844000	28.844000	B
28.902000	28.902000	B
29.193000	29.193000	B
29.229000	29.229000	B
29.248000	29.248000	B
29.265000	29.265000	B
29.589000	29.589000	B
29.602000	29.602000	B
30.073000	30.073000	B
30.081000	30.081000	B
30.102000	30.102000	B
30.119000	30.119000	B
30.141000	30.141000	B
30.844000	30.844000	B
31.207000	31.207000	B
31.266000	31.266000	B
32.058000	32.058000	B
32.065000	32.065000	B
32.859000	32.859000	B
33.175000	33.175000	B
33.209000	33.209000	B
33.291000	33.291000	B
33.571000	33.571000	B
33.625000	33.625000	B
34.085000	34.085000	B
34.099000	34.099000	B
34.139000	34.139000	B
34.842000	34.842000	B
34.858000	34.858000	B
34.898000	34.898000	B
35.209000	35.209000	B
35.265000	35.265000	B
36.083000	36.083000	B
36.148000	36.148000	B
36.844000	36.844000	B
36.902000	36.902000	B
37.193000	37.193000	B
37.228000	37.228000	B
37.248000	37.248000	B
37.590000	37.590000	B
37.602000	37.602000	B
38.081000	38.081000	B
38.102000	38.102000	B
38.120000	38.120000	B
38.141000	38.141000	B
38.844000	38.844000	B
39.207000	39.207000	B
39.267000	39.267000	B
40.066000	40.066000	B
40.858000	40.858000	B
41.174000	41.174000	B
41.198000	41.198000	B
41.208000	41.208000	B
41.291000	41.291000	B
41.571000	41.571000	B
41.625000	41.625000	B
42.086000	42.086000	B
42.100000	42.100000	B
42.139000	42.139000	B
42.842000	42.842000	B
42.858000	42.858000	B
42.898000	42.898000	B
43.209000	43.209000	B
43.266000	43.266000	B
44.083000	44.083000	B
44.845000	44.845000	B
44.903000	44.903000	B
45.193000	45.193000	B
45.231000	45.231000	B
45.248000	45.248000	B
45.603000	45.603000	B
46.082000	46.082000	B
46.102000	46.102000	B
46.120000	46.120000	B
46.141000	46.141000	B
46.844000	46.844000	B
47.207000	47.207000	B
47.267000	47.267000	B
48.067000	48.067000	B
48.082000	48.082000	B
48.858000	48.858000	B
49.174000	49.174000	B
49.199000	49.199000	B
49.208000	49.208000	B
49.291000	49.291000	B
49.571000	49.571000	B
49.625000	49.625000	B
50.085000	50.085000	B
50.100000	50.100000	B
50.140000	50.140000	B
50.842000	50.842000	B
50.858000	50.858000	B
50.878000	50.878000	B
50.899000	50.899000	B
51.210000	51.210000	B
51.267000	51.267000	B
52.083000	52.083000	B
52.844000	52.844000	B
52.902000	52.902000	B
53.193000	53.193000	B
53.229000	53.229000	B
53.248000	53.248000	B
53.265000	53.265000	B
53.603000	53.603000	B
54.083000	54.083000	B
54.103000	54.103000	B
54.121000	54.121000	B
54.142000	54.142000	B
54.844000	54.844000	B
55.199000	55.199000	B
55.207000	55.207000	B
55.267000	55.267000	B
56.058000	56.058000	B
56.065000	56.065000	B
56.079000	56.079000	B
56.858000	56.858000	B
57.175000	57.175000	B
57.209000	57.209000	B
57.291000	57.291000	B
57.571000	57.571000	B
57.625000	57.625000	B
60.069000	60.069000	B
60.828000	60.828000	B
60.882000	60.882000	B
61.194000	61.194000	B
61.246000	61.246000	B
61.271000	61.271000	B
62.085000	62.085000	B
62.102000	62.102000	B
62.143000	62.143000	B
62.166000	62.166000	B
62.841000	62.841000	B
63.211000	63.211000	B
63.267000	63.267000	B
63.568000	63.568000	B
63.581000	63.581000	B
63.621000	63.621000	B
63.668000	63.668000	B
64.082000	64.082000	B
64.842000	64.842000	B
64.883000	64.883000	B
64.902000	64.902000	B
64.924000	64.924000	B
65.195000	65.195000	B
65.208000	65.208000	B
65.227000	65.227000	B
66.083000	66.083000	B
66.123000	66.123000	B
66.146000	66.146000	B
66.842000	66.842000	B
67.213000	67.213000	B
67.228000	67.228000	B
67.270000	67.270000	B
67.584000	67.584000	B
67.621000	67.621000	B
68.070000	68.070000	B
68.101000	68.101000	B
68.143000	68.143000	B
68.841000	68.841000	B
68.879000	68.879000	B
69.194000	69.194000	B
69.247000	69.247000	B
69.268000	69.268000	B
70.085000	70.085000	B
70.103000	70.103000	B
70.118000	70.118000	B
70.841000	70.841000	B
71.210000	71.210000	B
71.269000	71.269000	B
71.567000	71.567000	B
71.623000	71.623000	B
71.642000	71.642000	B
72.086000	72.086000	B
72.842000	72.842000	B
72.885000	72.885000	B
72.903000	72.903000	B
72.927000	72.927000	B
73.193000	73.193000	B
74.070000	74.070000	B
74.121000	74.121000	B
74.146000	74.146000	B
74.842000	74.842000	B
75.227000	75.227000	B
75.272000	75.272000	B
75.587000	75.587000	B
75.601000	75.601000	B
76.082000	76.082000	B
76.100000	76.100000	B
76.122000	76.122000	B
76.828000	76.828000	B
76.883000	76.883000	B
77.195000	77.195000	B
77.246000	77.246000	B
77.269000	77.269000	B
78.082000	78.082000	B
78.104000	78.104000	B
78.120000	78.120000	B
78.842000	78.842000	B
79.209000	79.209000	B
79.268000	79.268000	B
79.568000	79.568000	B
79.622000	79.622000	B
79.645000	79.645000	B
80.082000	80.082000	B
80.123000	80.123000	B
80.831000	80.831000	B
80.840000	80.840000	B
81.196000	81.196000	B
81.208000	81.208000	B
81.245000	81.245000	B
81.266000	81.266000	B
82.087000	82.087000	B
82.099000	82.099000	B
82.124000	82.124000	B
82.844000	82.844000	B
83.209000	83.209000	B
83.228000	83.228000	B
83.246000	83.246000	B
83.570000	83.570000	B
83.622000	83.622000	B
83.643000	83.643000	B
84.083000	84.083000	B
84.102000	84.102000	B
84.123000	84.123000	B
84.828000	84.828000	B
84.882000	84.882000	B
85.195000	85.195000	B
85.246000	85.246000	B
85.269000	85.269000	B
86.084000	86.084000	B
86.106000	86.106000	B
86.120000	86.120000	B
86.842000	86.842000	B
87.209000	87.209000	B
87.268000	87.268000	B
87.569000	87.569000	B
87.622000	87.622000	B
87.644000	87.644000	B
88.082000	88.082000	B
88.124000	88.124000	B
88.840000	88.840000	B
89.208000	89.208000	B
89.245000	89.245000	B
89.267000	89.267000	B
90.069000	90.069000	B
92.085000	92.085000	B
92.099000	92.099000	B
92.829000	92.829000	B
92.839000	92.839000	B
93.208000	93.208000	B
94.083000	94.083000	B
94.147000	94.147000	B
94.844000	94.844000	B
94.901000	94.901000	B
95.193000	95.193000	B
95.228000	95.228000	B
95.247000	95.247000	B
95.589000	95.589000	B
95.602000	95.602000	B
96.073000	96.073000	B
96.081000	96.081000	B
96.102000	96.102000	B
96.120000	96.120000	B
96.141000	96.141000	B
96.844000	96.844000	B
97.197000	97.197000	B
97.206000	97.206000	B
97.266000	97.266000	B
98.066000	98.066000	B
98.859000	98.859000	B
99.175000	99.175000	B
99.199000	99.199000	B
99.208000	99.208000	B
99.291000	99.291000	B
99.571000	99.571000	B
99.625000	99.625000	B
100.085000	100.085000	B
100.100000	100.100000	B
100.139000	100.139000	B
100.832000	100.832000	B
100.842000	100.842000	B
100.858000	100.858000	B
100.899000	100.899000	B
101.209000	101.209000	B
101.266000	101.266000	B
102.083000	102.083000	B
102.148000	102.148000	B
102.844000	102.844000	B
102.902000	102.902000	B
103.193000	103.193000	B
103.231000	103.231000	B
103.248000	103.248000	B
103.589000	103.589000	B
103.602000	103.602000	B
104.082000	104.082000	B
104.102000	104.102000	B
104.120000	104.120000	B
104.142000	104.142000	B
104.844000	104.844000	B
105.198000	105.198000	B
105.207000	105.207000	B
105.267000	105.267000	B
106.066000	106.066000	B
106.858000	106.858000	B
107.174000	107.174000	B
107.198000	107.198000	B
107.208000	107.208000	B
107.291000	107.291000	B
107.571000	107.571000	B
107.624000	107.624000	B
108.086000	108.086000	B
108.101000	108.101000	B
108.139000	108.139000	B
108.842000	108.842000	B
108.858000	108.858000	B
108.898000	108.898000	B
109.209000	109.209000	B
109.265000	109.265000	B
110.083000	110.083000	B
110.845000	110.845000	B
110.903000	110.903000	B
111.193000	111.193000	B
111.230000	111.230000	B
111.248000	111.248000	B
111.603000	111.603000	B
112.082000	112.082000	B
112.102000	112.102000	B
112.120000	112.120000	B
112.141000	112.141000	B
112.844000	112.844000	B
113.199000	113.199000	B
113.207000	113.207000	B
113.267000	113.267000	B
114.067000	114.067000	B
114.081000	114.081000	B
114.858000	114.858000	B
115.175000	115.175000	B
115.209000	115.209000	B
115.291000	115.291000	B
115.571000	115.571000	B
115.625000	115.625000	B
116.085000	116.085000	B
116.100000	116.100000	B
116.140000	116.140000	B
116.842000	116.842000	B
116.858000	116.858000	B
116.899000	116.899000	B
